"M1","M2","M3","M4","MeanDecreaseAccuracy","MeanDecreaseGini"
"NUMSWEEPSUPDWN5",0.00308344865296832,0.0049039549557275,0.00296633710310018,0.0047663495342072,0.00383245641731503,5.51722956180016
"INFLSTDDEVDELTA5",0.000778896198123045,0.00107419947677713,0.000260445597498977,0.00163918747790566,0.000923246219600003,7.45684627201336
"NUMINFLECTIONS5",0.00166014969610872,0.00291090558619528,0.00418516790979581,0.00254481595407175,0.00274246666116498,8.04662778021468
"INFLMAXMINDELTA5",0.00140310655097935,-0.000576186755765887,0.000514207813979934,0.000101677356251964,0.000300431191923404,9.48569249264966
"INFLMEANDELTA5",0.00709183958012591,0.00258784860493389,0.00066274138024638,0.000830287890030471,0.0028495367135259,16.880931410005
"NUMSWEEPSFLATDWN5",0.0105398966109552,0.00569833478029728,0.00323257714895494,0.00907535400419959,0.00703818875139082,17.8315262697667
"FREQSLOPERATIO5",0.00675421910291563,-0.00317216208787248,0.00441680539237632,0.00780939706237766,0.00391130293276784,19.0598080857582
"FREQNEGSLOPEMEAN5",0.012261065534674,0.00299232513610626,-0.00443392078712555,0.00319236209603053,0.00345900874470312,19.6613987000831
"NUMSWEEPSFLATUP5",0.0128228378946975,0.00325316032118033,0.00643907765362464,0.0106559367936866,0.00820582536431183,19.9613845830573
"FREQSPREAD5",0.0060738173189882,0.00127568324481906,0.00488869177856714,0.02462902630391,0.00909846185186447,23.1130174984334
"FREQPOSSLOPEMEAN5",0.0138216456971862,-0.000169923786337559,-0.000112678170187064,0.0111288762569317,0.00608090478997781,23.5323664180473
"FREQSWEEPDWNPERCENT5",0.00996250734553539,0.00613199921326588,-0.00183263481357392,0.0192637069766769,0.00841806935664923,27.5883245982319
"FREQSWEEPFLATPERCENT5",0.0130261781756544,-0.000721577524220528,-0.000567350937900591,0.023677459424182,0.00870946716252912,27.8637427796526
"FREQQUARTER35",0.00767502851606024,0.000672431104923364,0.0114472493412706,0.0262856679964306,0.0113719538869387,29.3596475264664
"FREQCOFM5",0.0681472122748762,0.00702906991764788,0.00104160032706383,0.0377647072405984,0.0283280970669124,31.3426759611016
"DURATION5",0.0641771472153607,0.0148832672028247,0.00870571004589916,0.00468151415358292,0.0228848628370916,33.6724151203899
"REP6",7,7,7,7,7,7
"FREQSTEPDOWN6",0,0,0,0,0,0
"FREQSTEPUP6",0,0,0,0,0,0.00101553450437156
"FREQNUMSTEPS6",0,0,0,0,0,0.00296646860969546
"NUMSWEEPSDWNUP6",0.000590704357309614,-3.73261213198351e-05,0.000266171414396943,-0.000224188632277154,0.000146931262564857,1.6178740989997
"FREQENDDWN6",-0.000278996028281512,0.00186842866441229,-0.0014458951303613,0.0014632364098075,0.000416292879054945,2.50505370136348
"FREQBEGDWN6",-0.000362073002299618,0.000686372118681121,-0.00110230600896655,-0.000833834116020059,-0.000427612299651587,3.27952653556816
"FREQBEGUP6",0.00230246533117811,-0.00122361158268634,-0.00027175143336902,-0.00116198180243385,-8.68352815703364e-05,3.43285577025662
"NUMSWEEPSUPDWN6",0.00239404976318032,0.000367515244129589,-0.000739601913178602,0.00183363036984414,0.000974221045186996,4.30179311344021
"FREQENDUP6",0.00241339350295685,0.000378948447338184,-0.000315319275070323,0.0043223847812165,0.00166275037423348,4.84526241239316
"INFLSTDDEVDELTA6",-0.000710366699785187,0.00214516217847976,-0.000268529854687253,6.81878734634217e-07,0.000251809734660545,6.8796257387705
"NUMINFLECTIONS6",0.00152744035759434,0.00324364768890485,0.00300339441180938,0.000511798721636515,0.00204249578553915,8.11573631677861
"INFLMAXMINDELTA6",-0.000219225432761431,0.00260758214407307,0.00146756195833233,-0.000451753635454986,0.000827890039578615,9.20247730338082
"INFLMEANDELTA6",0.00325480426389176,0.00156477832479081,0.000338147337305941,-0.000316983031545223,0.00115984979950696,15.7791737697166
"FREQSLOPERATIO6",0.00201388962387679,0.00176863440253305,0.00160063382086843,0.00623900868002097,0.00284105856400132,17.8674873730623
"NUMSWEEPSFLATDWN6",0.0098757580758414,0.0132760624341593,-0.000489072428293031,0.0128985805384541,0.00876411776443498,18.2591676969367
"FREQNEGSLOPEMEAN6",0.0116159999017074,0.00725215096544124,-8.60184257175071e-05,0.00330477493698161,0.00550511527158684,19.8468900489896
"NUMSWEEPSFLATUP6",0.0212595503522964,0.00941359384651099,0.0104401244283084,0.00902500739924597,0.0123434595520954,21.5623509881862
"FREQPOSSLOPEMEAN6",0.0114199664924564,0.00101777889093586,-0.000478143461452747,0.00376165429326873,0.00379160225732507,21.8813358027579
"FREQSPREAD6",0.00858864685147723,-0.00091473710566835,0.00778720014838974,0.0205448288044002,0.0089476096818798,22.1958417673016
"FREQSWEEPFLATPERCENT6",0.0157486813043778,0.000607498222500678,0.00754325788162119,0.0254628052367034,0.0122065221091031,28.7315723100752
"FREQSWEEPDWNPERCENT6",0.0141997675235855,0.0165032655038454,-0.00113423789775487,0.0199630886473418,0.0122860482046717,29.1548981502515
"FREQQUARTER36",0.00524360332153957,0.00883399045290674,0.0152690862967907,0.0321716862503314,0.0153013797666971,30.340433138308
"FREQCOFM6",0.0657322463871184,0.00226990904743628,0.00938355621717122,0.0333257932861523,0.027442992598849,31.2338420592788
"DURATION6",0.0782380613543278,0.0176692510495789,0.0114808095883427,0.00104098540357386,0.0268530723774638,35.3435769923719
"REP7",8,8,8,8,8,8
"FREQSTEPDOWN7",0,0,0,0,0,0
"FREQSTEPUP7",-9.41982478454874e-05,6.96665064337019e-06,-6.96665064337019e-06,0,-2.18784171318038e-05,0.0797431266194002
"FREQNUMSTEPS7",-0.000114279078817223,0,0,0,-2.90355327201867e-05,0.0890826370944502
"NUMSWEEPSDWNUP7",0.000268707537683436,-0.000435639016037463,0.000628757081007364,-0.000432681568291389,1.23577639989364e-05,1.76754256844997
"FREQENDDWN7",-3.26078244680736e-05,0.000834301084178874,-0.00055285415801367,0.00156778416543505,0.000461124807288011,2.39450239540814
"FREQBEGDWN7",0.000286695064828483,0.000783734608274805,-0.00181346958074094,-0.000805639430283012,-0.000365880276886964,3.46064206364101
"FREQBEGUP7",0.0028182486440974,-0.000198239234147989,0.00186328934528503,0.000574602835534975,0.00124917045600906,4.28112660369471
"NUMSWEEPSUPDWN7",0.000810356430372513,0.00392464159376798,0.00173352093361623,0.000410111529885239,0.00170638334588883,4.73291572157351
"FREQENDUP7",0.00234261937998401,0.00172050455717606,0.000274853884417274,0.00119537407318935,0.00134342732043686,4.85920060096017
"NUMINFLECTIONS7",0.00148524104022526,0.000204658891727677,0.00233176303775539,0.00149567123013123,0.00136655452929088,7.96898691523232
"INFLSTDDEVDELTA7",0.0023370127077544,0.00103630701329098,0.00232136475038049,0.00138269439753812,0.00176456725254433,8.02508501620623
"INFLMAXMINDELTA7",0.00137635470117515,0.000401187702378878,0.00278852363262914,0.000664444837780582,0.0012852450005918,9.63138483338635
"INFLMEANDELTA7",0.00303231656384927,0.00499475650259524,-0.000164023036995861,0.00295048305145788,0.00266539553329044,17.0733751348778
"NUMSWEEPSFLATDWN7",0.00929920691124806,0.00501534605270012,0.00255989067434455,0.00854184790952155,0.0062582798529211,18.0838751716902
"FREQSLOPERATIO7",-0.00180228189003572,-0.00283818607229782,0.00479836497237159,0.00536486914458204,0.00133575533371808,18.8526662201083
"FREQNEGSLOPEMEAN7",0.0095014872299071,0.00359841749849298,-0.0016797405165203,0.00308434062772369,0.00359987117771434,19.3063691870553
"NUMSWEEPSFLATUP7",0.0156850369489377,0.00333972750681426,0.0125596721629732,0.00586188481848714,0.00924001540265333,21.3135767415991
"FREQPOSSLOPEMEAN7",0.00932503057434617,-0.00139831774693942,0.0039889815131313,0.0025815172388497,0.00348527129675477,22.7685499332723
"FREQSPREAD7",0.0162526417489308,-0.00580128586686955,0.0115986938984864,0.0179142358972981,0.00979496357468487,23.5213226622711
"FREQSWEEPFLATPERCENT7",0.0159814919180291,-0.0014425184631287,0.00722161641889348,0.00968400831105905,0.00773180940231096,27.6843430498839
"FREQQUARTER37",0.00719802275777176,0.00687318550313361,0.00446271670241493,0.0115521932739011,0.00744694659022166,28.0368629391847
"FREQSWEEPDWNPERCENT7",0.0152499470344629,0.00763917991906363,0.00164161764429324,0.0101411791561237,0.00849225091815599,28.7589666758063
"FREQCOFM7",0.0569909430992264,-0.000305905617692853,0.00674598830048351,0.0319336758010347,0.0235806375058556,31.3124206999123
"DURATION7",0.0515023202144894,0.00848674976739313,0.0129317019944641,0.0034696052179884,0.0188941073172768,32.4836025256705
"REP8",9,9,9,9,9,9
"FREQSTEPDOWN8",0,0,0,0,0,0
"FREQNUMSTEPS8",0,0,0,0,0,0.0654556254049223
"FREQSTEPUP8",0,0,0,0,0,0.0907991984839081
"NUMSWEEPSDWNUP8",0.000679721645026582,-0.000568192939517178,0.000110730573685144,-0.000172894962194735,-5.68711994150568e-06,1.72993324108928
"FREQBEGUP8",0.000398319570624562,-0.000263648215072495,8.10180074916515e-07,0.000197577618389356,4.93229396995148e-05,3.54230649292008
"FREQENDDWN8",0.000943349349031648,0.00310207035435893,-0.000685031277546664,0.00652678865935285,0.00247348142232378,3.59516815785997
"FREQBEGDWN8",-0.000577546141217798,-0.000443095386969042,0.00239351999012211,0.000199525993990396,0.000381124282870733,3.92708886144441
"NUMSWEEPSUPDWN8",0.00220810449392723,0.00391793475533297,-0.000185930852646239,0.00280145182278325,0.00216880257617563,4.16430046239488
"FREQENDUP8",0.00186022760324736,0.00352742989193359,0.00392109988525449,0.00703246222453067,0.00407552503289455,5.62641903169108
"INFLSTDDEVDELTA8",0.000225973967321909,0.000399116227772221,-0.000505939702943183,0.00130158495068275,0.000297218546132001,7.7263283594934
"NUMINFLECTIONS8",0.00124929380849392,0.000617727641682983,0.00153192567601049,0.00257885838340707,0.00152997254712312,8.16873972599399
"INFLMAXMINDELTA8",-0.000783071909951137,0.00183247390734954,0.00134182548852559,0.00262338151210198,0.0011813671407496,9.7745807391823
"INFLMEANDELTA8",0.00423666658242246,0.00435337216654365,-0.00074333011590433,0.00381353487945397,0.00288372629053802,16.5612711253542
"FREQSLOPERATIO8",0.000632670536250606,-0.000688158850007182,0.00541189960495651,0.00495624766509669,0.0024466388112031,17.6598863654808
"NUMSWEEPSFLATDWN8",0.00397320052075136,0.0140733386524158,0.0055735025293059,0.00759378206610711,0.00768320646256812,18.0981931066561
"FREQNEGSLOPEMEAN8",0.00369653709426481,0.00904964737058923,3.05897615824666e-05,0.00160115347542519,0.00363428110498653,18.3713691595559
"NUMSWEEPSFLATUP8",0.0245566995522549,0.00556951874975039,0.0126890440385223,0.0132113465862716,0.0138265170292331,21.9198422305598
"FREQPOSSLOPEMEAN8",0.0126255554857077,0.00603917976722888,0.00838303074507456,-0.000864694141510624,0.00636689580138416,22.1512732658266
