"P1","P2","P3","P4","P5","P6","P7","P8","MeanDecreaseAccuracy","MeanDecreaseGini"
"NUMSWEEPSFLATDWN25",-0.000190025782981088,0.00770619440845306,0.00450643034624061,0.00466539916229068,0.00158173171486858,0.0106328061972047,0.00116532995435493,0.00584212883375637,0.00443813157198983,34.3760927651698
"FREQSLOPERATIO25",-0.00281572067984453,0.00444806354322853,-0.000179095392190531,0.00200248338753381,0.00248090353186817,0.00473572266383524,0.00104424331746552,0.00179254180432709,0.00174168719592811,34.6896715814165
"NUMSWEEPSFLATUP25",0.00113303183523198,0.00760722837012753,0.00823822722580546,0.00508600941164739,-0.00197565223092778,0.0135624772339102,0.013685841868213,0.0228582891291399,0.0087104027468392,39.3245614041091
"FREQNEGSLOPEMEAN25",0.00112484804684678,0.00877365522399454,0.0190045367116216,0.000822432424740033,0.00105764133556963,0.0168884169132291,0.0129492053568671,0.0296665681022798,0.0111967382011421,44.2149798551043
"FREQSPREAD25",0.00829536446990357,0.0283369758518535,0.00419178894038893,0.00151722361865584,0.00135636725855311,0.00240881375007124,0.012119586769876,0.0124166895597917,0.00873062815854115,46.5625508262926
"FREQCOFM25",0.00114698780597949,0.0173148775365528,0.00469052976800261,0.00133402975963051,0.000151883219961718,0.0100435194114151,0.0113427496544426,0.0221332282101449,0.00848192472807787,48.9044877133385
"FREQABSSLOPEMEAN25",0.00452015418826754,0.0244772068010583,0.00127433927839334,0.00227726781567483,-0.000650346618511584,0.00657656903207367,0.00489289010887808,0.017857683645343,0.00748990998795543,53.1120287917997
"FREQSLOPEMEAN25",0.000527743224011268,0.0191334068090539,0.010243196949228,0.00133112047742453,0.000297251278306408,0.00993728902324104,0.00631408860078212,0.0116439690620617,0.00735068131545238,53.6236388089033
"FREQSWEEPDWNPERCENT25",-0.00479327458243613,0.00755443650698147,0.0237416510575971,0.00239037696966259,0.00116410299332352,0.0119194931273163,0.0113232556753425,0.00974603997751919,0.00780889650138146,54.1000946444501
"FREQSWEEPFLATPERCENT25",0.000381458470151948,0.0146833265984658,0.0250440786640757,0.00195237067623962,0.00521333141496955,0.0153157169991011,0.0197459513525971,0.00902550850055268,0.0112302884809232,56.0074126402447
"DURATION25",0.00396492840363742,0.0136844037526485,0.00421087839097944,0.00462902129767159,-0.000595799802438562,0.00732342315763678,0.00836526330759505,0.00397428104270058,0.00568558411181009,57.2288823548448
"FREQPOSSLOPEMEAN25",0.00995528634129276,0.0191983598203399,0.0369228474310965,0.00666987716989243,-0.00386177147280432,0.0216790382837459,0.0229101518856975,0.0381330783280619,0.0188396846032561,59.4556557496912
"FREQQUARTER325",0.00395523768557626,0.0513259223512726,0.0402663463792508,0.00548094793704287,-0.00385470696693389,0.0448368456184999,0.0128044555482053,0.0464991023613575,0.0249649347188896,76.3367822272103
"REP26",27,27,27,27,27,27,27,27,27,27
"FREQSTEPDOWN26",-1.35067601334468e-05,-2.27317424696996e-05,-1.26351029387883e-05,-2.27618984030252e-05,2.20977946400949e-05,1.4698533086398e-05,-9.01369373480067e-07,-1.61209717721784e-05,-5.74927079838539e-06,0.416787229061869
"FREQNUMSTEPS26",-4.36044926754577e-05,3.49573132311575e-05,-5.15731487068452e-05,5.37019261699475e-07,8.54145275493774e-05,1.17332638028812e-05,2.29879819584119e-05,-9.07947592031223e-06,7.25902832410211e-06,1.00307562818535
"NUMSWEEPSDWNUP26",-0.000110379395330991,0.000196038718935893,0.000201470966125626,-0.00016169897985047,-0.000113326432261309,-4.97424230821507e-05,-6.39416259606547e-05,-0.000309950364524581,-5.01317939578253e-05,2.02266305160553
"FREQBEGDWN26",-0.000137057260155456,-5.87812370120443e-05,0.000318655005789533,-0.000763150001844158,9.91750314291781e-05,0.000927590734563016,0.00170989123695714,0.00256923862267938,0.000596760632646671,8.39807909853714
"FREQENDDWN26",0.00183276029482487,0.00105952894386412,0.00280123300709691,-0.000185107574513489,0.000647937407619385,0.00192744485662904,9.16092513879365e-05,0.00142623355509791,0.00116044395050797,8.4030610039209
"FREQENDUP26",0.000224514695190712,0.000976888291149428,0.00214977724537109,0.000212016433373151,0.000496959937812274,0.00117444371711402,0.000810524699018981,-0.000404180066259869,0.000717992754209397,8.61336421482764
"NUMSWEEPSUPDWN26",-0.000100442603659584,0.00256414186963066,0.000887006742520833,0.000281133867102892,0.000316723132329082,-0.000328166793729025,-0.00014437897105038,0.000276460965673344,0.000425269927210435,8.87706629623384
"FREQBEGUP26",0.00106817775529625,0.00198474684645819,0.000755448572368141,0.00119588412403899,1.01875609620799e-06,0.00263452571332835,0.00108151158882118,0.000157237184843369,0.00108497438063113,10.0142248965654
"NUMINFLECTIONS26",0.00159167018621884,0.00276250466131971,-0.00213419172780612,0.000397237102457785,0.000956296056249934,0.00310173567372801,0.000357582285229044,-0.001777772658406,0.00063875977658825,13.7185311255388
"INFLSTDDEVDELTA26",0.00207157176037416,0.00233425983342981,0.00033417812131933,0.000840325652230083,0.000397009807723754,0.00213504443319124,-0.000537083839948681,0.00209604730912166,0.00121259009543427,15.2283766466074
"INFLMAXMINDELTA26",0.00201713301416731,0.00341411841202224,-0.000650894978390883,-0.000360347086021044,-0.000558961589038562,0.00232192960158543,-3.79648111174424e-05,0.000637186665942348,0.000817732518996922,17.9325436297079
"INFLMEANDELTA26",-0.000890569126167192,0.00735337175753916,-0.000367094333182038,-0.00327955947773113,0.00111948267878324,0.00584553645601151,0.000757420841591361,0.00268907134718488,0.00162044275672899,29.9441559604813
"FREQSLOPERATIO26",-0.0032046656691578,0.00281650128027342,0.000945955557602908,0.00107545318487224,-3.63692683777114e-05,0.00367025767648851,0.00126246493233201,0.00269923931482665,0.00115963742351345,34.1381202190927
"NUMSWEEPSFLATDWN26",0.000432860757239033,0.00837493756511846,0.00249833440964936,0.0013059375560867,-0.000268338787403972,0.0130310872847311,0.00254092131247012,0.00548180687263728,0.00413507954642771,34.5281005388972
"NUMSWEEPSFLATUP26",0.00149426317012824,0.00994494508987176,0.00202790715702578,0.00392386930393363,0.00098827002727237,0.0239737779386513,0.0123908922813404,0.033103522833478,0.0108307516889896,41.939322175523
"FREQSPREAD26",0.00393688316152718,0.0221058031811608,0.00884715810273297,0.00108933203890191,0.00158098125437085,0.00151492782431719,0.0044089873426843,0.00734625439892465,0.00631089897736984,45.5668779766655
"FREQNEGSLOPEMEAN26",-0.00716409468571941,0.0128027986018236,0.026266332861207,0.00716634603580239,0.00493277785932717,0.0110557884012727,0.00893169886359252,0.0345177789092264,0.0122487135148506,46.4507355929638
"FREQCOFM26",0.0027160544944448,0.0149403357469841,0.00850765056953344,0.0045603551515458,-0.000283626397372942,0.00876138415781495,0.00823764410068677,0.0174053945103859,0.00797706831385932,47.529425987102
"FREQSLOPEMEAN26",0.0037256162720135,0.0169148730690215,0.013502951130929,0.00473192049826297,0.00195303037542726,0.00707368408185182,0.00542422283561957,0.0116179113905174,0.00805703371759246,53.679731166487
"FREQSWEEPDWNPERCENT26",-0.000369441703139041,0.0061178114288212,0.0180239715289618,0.00107293884840854,0.00241690411341423,0.0129334022960102,0.00981634470030883,0.014748922466891,0.00802063320706758,53.7639543170755
"FREQABSSLOPEMEAN26",0.00519163572940044,0.0191228428732916,0.00884894998871365,0.0064607270768318,0.00201803364932261,0.00632083424797808,0.00435901731356057,0.01663893592439,0.00855093714267077,53.8154201319895
"DURATION26",0.000730819088900325,0.0153063960668138,0.00524096161659915,0.0033015910290443,-0.00229476373834937,0.0103229731635767,0.00363487138589495,0.00415701588338827,0.00506461493025186,55.5155710459842
"FREQSWEEPFLATPERCENT26",-0.000638000365538962,0.0126922306674585,0.0154004404455245,0.00252593041368227,-0.000560838804904075,0.0145082129824031,0.0178455369331009,0.0158676182953745,0.00953209373545283,56.2235802251922
"FREQPOSSLOPEMEAN26",0.0136008835965007,0.0170811060557811,0.0402996487330651,0.00967426714466248,-0.00336497211484401,0.0165984593108119,0.0216897246200721,0.0503867882557999,0.0206115363179009,58.8569521561607
"FREQQUARTER326",0.000640834614137168,0.0571027391045058,0.0441598044906422,0.0096810813201138,0.00413000486822758,0.0612065345299041,0.0144547167516383,0.0369707350081281,0.0282853746406244,78.248937569015
"REP27",28,28,28,28,28,28,28,28,28,28
"FREQSTEPDOWN27",-6.65643713684911e-06,-5.87724804155825e-05,2.82804334266975e-05,-1.35067601334468e-05,4.47157037558243e-05,1.06329813816496e-05,-8.22078660148609e-06,-1.16220959287798e-05,-3.09572868649683e-06,0.553530233491326
"FREQNUMSTEPS27",-2.63352426556539e-05,-2.16667223153869e-05,-1.99135159956636e-05,1.43014573299431e-05,0,-1.56306870209981e-05,-2.43601695344061e-05,-1.81850014482809e-05,-1.49372782286634e-05,0.767183083377398
"NUMSWEEPSDWNUP27",-0.0002204847914456,0.000185146199636854,3.3735736528022e-05,-3.35526875745139e-05,-0.000143888771514406,4.72477730255553e-05,4.44053938185455e-05,-0.000107945718528376,-2.31454492201446e-05,1.91640076530762
"FREQENDDWN27",0.00230904364688941,0.00125157635283806,0.00167005689220793,-0.000802850322997851,0.00159884595576733,0.000324022771109416,0.000962056162195712,0.00191030106318817,0.00115100281044936,7.56492038055794
"FREQBEGDWN27",0.00046599956726759,-0.000469729521707739,0.00104199976404527,0.00013916129768205,0.000437369125530263,9.69624234066727e-05,0.000427372254561338,0.00201132974046013,0.0005060480064589,8.07328390558177
"FREQENDUP27",0.00211661303755553,0.0005476906125989,0.000721804997029159,0.000508195995472913,0.00128017587538804,0.00255171876386561,1.24697761406323e-05,0.000964206303451573,0.00110023908077372,8.67511294900335
"NUMSWEEPSUPDWN27",0.000173084837994821,0.000727013752685333,0.00206218464003309,-0.000512936604194233,-0.000273182657641857,-0.000719803020805332,0.00127940874829117,0.00232992612910786,0.000623944666007262,8.88341272984766
"FREQBEGUP27",0.00135434095991989,0.00368866217602677,-0.000494418082170414,0.00315926076186785,0.00346514779551055,0.000583171784860205,0.000249961848513179,0.00425487835391501,0.00197133618723052,10.2344593235776
"INFLSTDDEVDELTA27",0.00147161654012068,0.00153439985583013,0.000186522603628878,0.0010089028853415,0.000443830416577283,0.00135159351997761,-0.000195527793251361,0.000290856542391746,0.00076270142613581,13.3949390536578
"NUMINFLECTIONS27",0.00155353151592012,0.00311312805438267,-0.00115151497594136,0.00242734752919417,0.00259481358168726,0.0031623600739361,0.00371973122887333,0.000836343672508396,0.00201608608695015,15.2812061521251
"INFLMAXMINDELTA27",0.00105428409200395,0.00330965873560363,0.00040866724171684,0.00141513583460539,0.000937653619035772,0.00124867650464489,-0.000750142483242091,0.000211922572523397,0.000949135301126344,16.6988987456624
"INFLMEANDELTA27",0.00122474609244968,0.011191173964032,0.0037648532019388,-0.0001476890075842,0.0012872419833987,0.00752514331437005,0.00218223743569939,0.00697427509704471,0.00419564556115616,30.9848457336357
"NUMSWEEPSFLATDWN27",-0.000301355856791861,0.0071353444303551,0.0039736541591398,0.000543271581480712,0.00190873024260106,0.013960990227143,0.00205996662457948,0.0047976322743292,0.00419032799954178,33.7634724032008
"FREQSLOPERATIO27",-0.00139290720275761,0.00242821427698046,0.000277873556612447,0.00452532632380884,0.00347695745263774,0.00374045121257576,-0.000380516571177341,0.00297097878006241,0.00187254575657988,34.6133767736413
"NUMSWEEPSFLATUP27",0.00406776173209274,0.00820979267428061,0.010382219415354,-0.000541060794849467,0.00435282923208594,0.0145975821942016,0.0197420446077237,0.0187605015831366,0.00991742625038926,41.02293459984
"FREQNEGSLOPEMEAN27",0.00138986655922961,0.0112692663161885,0.0273482052516607,0.00356801476199925,0.0164429094905979,0.01310110537211,0.00895546380033326,0.0266466869039693,0.0134745857324889,44.4737585240472
"FREQSPREAD27",0.00702967285895883,0.0163992467809495,0.0107731310332726,-0.000205676395108047,0.00456909397494472,0.00570539614835414,0.00995001261384541,0.0116765491795011,0.00806428626728926,46.4219971766501
"FREQCOFM27",0.00459088012164411,0.011690052649453,0.00717879620525748,0.000791469777388094,0.00519699464061394,0.00933444096885738,0.0144417061382704,0.0173062919532895,0.00872450098179844,48.3358326808061
"FREQSLOPEMEAN27",0.00616688619047219,0.0127920330867542,0.00920685031804521,0.00257430790466838,0.00991403208708734,0.0115227393429238,0.0105009775153281,0.0100564596796729,0.00897373610813938,53.3620296592209
"FREQSWEEPDWNPERCENT27",-0.00144260195357847,0.00470517841567202,0.0207305692008255,0.00619907458069796,0.00909806916898511,0.00928170945240357,0.0166999022795804,0.0084254246364873,0.00910198046604444,53.4029577524425
"FREQABSSLOPEMEAN27",0.00848467932450276,0.0160559866396004,0.00402864383608123,0.00374710068094252,0.00857790179592893,0.00701359298976832,0.00915086451992553,0.0135271834779003,0.0087078101075236,53.5576449806569
"DURATION27",0.00596681638448997,0.01073570528325,0.0104351973888597,0.00489431583665665,0.00424622150728953,0.00535281552762196,0.0121763160114476,0.00529709743618658,0.00733197010620563,56.3612002136263
"FREQSWEEPFLATPERCENT27",0.00442158180886397,0.014144309628577,0.0329835936211392,0.00563643574461017,0.00933117695326905,0.0161819312010976,0.0226338056139171,0.00646750780653044,0.0139566973204895,58.0435883188652
"FREQPOSSLOPEMEAN27",0.00768439335899053,0.0173149404135365,0.0482435073351642,0.0179101653907641,0.0033299098995892,0.0231782696418689,0.0256272132237274,0.0387202698903862,0.0225761775832861,59.2291716641623
"FREQQUARTER327",0.00655254282954632,0.0469580660250582,0.0412132615606577,0.0159841658452932,0.00476184780218731,0.0445109513112299,0.018968522124893,0.052034728969477,0.0286684842684128,78.7172798579975
"REP28",29,29,29,29,29,29,29,29,29,29
"FREQSTEPDOWN28",1.15864785794977e-06,-3.23215096767215e-05,-1.48049448515804e-05,-1.85061810644755e-05,0,0,-4.68964212532275e-05,0,-1.38049796023741e-05,0.410622078743765
"FREQNUMSTEPS28",-2.62737104842368e-05,4.89926114060211e-06,-7.37004494470266e-05,3.14605078096084e-05,0,6.00698527558168e-05,-4.272149778087e-05,0.000302877114674259,3.01838747510715e-05,0.848841047521973
"NUMSWEEPSDWNUP28",-8.78924520234255e-05,0.000373336776999211,0.000300361904527543,-0.000204488894823457,-5.35647163141581e-05,-1.44215999787687e-06,1.46090953617782e-05,3.35137192818257e-05,4.8432410732871e-05,1.85601828401905
"FREQENDDWN28",0.000358604376552399,0.000316358537103349,0.000925437373964408,-0.00065886207575743,0.00114892719026057,0.000972896310957774,0.00140442342342533,0.00190128836947622,0.000782088554215226,7.28297773571802
"FREQBEGDWN28",0.000468276749725737,-0.00063503084785287,0.00315111083305971,-0.000632049783012348,5.54909188881732e-05,0.000397210292068024,0.000802698339587878,0.00448532467394209,0.00101817392620181,8.54516640522553
"FREQENDUP28",0.00197021578127722,-0.000743242034123081,0.00212781626103636,-0.00105195073280627,0.00072040717641168,0.00237914106656246,-0.00016668128343844,-0.000480455079572058,0.000604091995986215,8.98775386076583
"NUMSWEEPSUPDWN28",-1.57390287367885e-05,0.00081827741510722,0.00103628727510193,-0.00105751371056289,5.49355318413086e-05,-0.000307907591499464,5.00894566672149e-05,4.87636083851711e-06,7.86473980375181e-05,9.31665183012006
"FREQBEGUP28",0.000605294110845007,0.000751984397864019,0.000830833712042579,0.00174477610590768,0.00185511996831161,0.000488336492013776,-0.000535624713487251,0.00175267663672801,0.000937575472801633,10.175740433148
"NUMINFLECTIONS28",0.00176447166469141,0.00337680881534505,0.00063335396498368,0.000824045753356997,0.000198173594646467,0.00618304395497657,0.000805307561071922,-0.00152492630301885,0.00150558871595664,14.306134483018
"INFLSTDDEVDELTA28",0.00232994848122457,0.00183101374997256,-2.14539639240382e-05,0.00136662374140397,-0.000802782992309183,0.00243646109510468,-0.000606792911072121,0.000668255164545993,0.00084479841942386,14.6590060006009
"INFLMAXMINDELTA28",0.00190885126375774,0.00262155460943963,0.000376975626078192,4.96163225178677e-05,-0.00107175623086197,0.0026083492227611,-0.00115704966250829,0.000330989616504159,0.000701378033199372,17.607068140709
"INFLMEANDELTA28",6.23132576888533e-06,0.00441972972737691,0.00330633095837592,-0.00107560537654022,0.00224497677869174,0.00807889653764647,0.0035878357257632,0.00161506131289403,0.00269973653780487,30.3610445357329
"NUMSWEEPSFLATDWN28",1.84303060963193e-05,0.00723948415321974,0.00382758238141371,0.0029208357847512,0.000270524320618537,0.0126876342900033,0.00424208851993571,0.00326695312802581,0.00434838205289578,34.5244226039807
"FREQSLOPERATIO28",-0.00456196817898864,0.00332272216923497,0.00497348823712652,0.00110411632144678,-0.000869773818331584,0.0100758147854385,0.00289676889792569,0.00246477401319453,0.00234629306189178,36.2611772921295
"NUMSWEEPSFLATUP28",-0.00174568923619687,0.0118314159070223,0.0114255150041118,0.00349562245092144,0.00113533461122518,0.0169842176592189,0.0117464803207183,0.0149695905627409,0.0086661177692092,40.6081076211086
"FREQNEGSLOPEMEAN28",0.000483584937329007,0.00658926098879094,0.0191942700333352,0.00572652861709065,0.00213364633514091,0.0138185014691606,0.0111526013549983,0.0209768572754879,0.00991095201093972,42.1588280801395
"FREQSPREAD28",0.00498175750936218,0.025738143011093,0.00787755934692708,0.00155178539138428,4.13208048852619e-05,0.00890123926525826,0.0108364319080041,0.0100072674352234,0.00868738871158766,47.4546562943829
"FREQCOFM28",0.00586661686823953,0.014380794466664,0.00669361810681937,0.00258600164402872,-0.000919114628351676,0.010061699811013,0.00917695210144295,0.019434922106996,0.00831114029847816,49.1833740357718
"FREQSLOPEMEAN28",0.00447081480214635,0.0167248022360114,0.008728763294277,0.00457849256688428,-0.000754271428199716,0.0097207195142115,0.00902493157859663,0.01004987927163,0.00772985291286756,52.3831878728014
"FREQABSSLOPEMEAN28",0.0105030575819341,0.0125612009908586,0.000444402697587572,0.00610478337634189,0.000694577195538693,0.00935836218818886,0.00361173695304069,0.0164980863551282,0.00736230979127692,52.6077985432085
"FREQSWEEPDWNPERCENT28",-0.00215392801624363,0.0109543404102502,0.0227615114973378,0.00428805358050753,0.00257036468064381,0.00875529679232595,0.0110152945774227,0.00890594642454972,0.00830727157451894,54.058870751809
"DURATION28",0.00524501397393364,0.00509572578767359,0.00190760015563271,0.000523636685435014,0.000163938804076199,0.0102233680542379,0.00603738489119255,0.000401946912841591,0.00375228879811779,55.2288439581042
"FREQSWEEPFLATPERCENT28",0.00184071080115634,0.00833620707013919,0.0340069797438097,0.00335126008398293,0.00451432422108147,0.0171076673637186,0.021345549518887,0.00666972786804928,0.0120930490026749,57.36503425003
"FREQPOSSLOPEMEAN28",0.0131729796613124,0.010615362019794,0.0491740023300146,0.0156377253477326,-0.00484419036895202,0.0182730685569106,0.0235978288705243,0.0314891711843366,0.0195238004794528,60.5207530882548
"FREQQUARTER328",0.00308561261036063,0.0499163491071601,0.0381318217494189,0.0166357909007961,-0.00847668924384947,0.0453574855199271,0.00707150292313825,0.0379397349488934,0.0235276464619294,75.2851056856243
"REP29",30,30,30,30,30,30,30,30,30,30
"FREQSTEPDOWN29",-2.81575329604898e-05,2.3367276466037e-06,-8.88533475498689e-06,-9.29860613893977e-06,2.21123671743424e-05,0,0,-3.9509887744507e-07,-3.56582564956593e-06,0.384857118676598
"FREQNUMSTEPS29",-9.90351197882184e-05,1.8426344683076e-05,0.000159307475496964,2.35132750799535e-05,1.08064882155246e-05,-1.63948026231684e-05,2.08588651260363e-05,0.0001682342639333,3.49873531571134e-05,0.991377300546926
"NUMSWEEPSDWNUP29",-5.47699922674907e-05,0.000165810293615345,-0.000196442987127642,0.000177547610873211,6.7778781113589e-05,-0.00010680872438289,-4.91700797800627e-05,0.000157669941845817,1.92793072000227e-05,1.8770506121294
"FREQENDDWN29",0.00217634249138573,0.000824169814775328,0.00143118050312881,-0.000383170244817649,0.00110019362830112,0.00109350938589803,0.00107380571216505,0.000933370047095931,0.00103451862858388,7.56264245852002
"FREQBEGDWN29",-0.000224684874753717,-0.00120086292279247,-0.000466943329521577,-0.000503652367831617,0.00109450490981786,0.00168374154763251,0.000586768529655128,0.00292437758962321,0.0004810525627745,7.83103145579932
"FREQENDUP29",0.00054545532365239,-0.0012777924041231,0.000923220130830811,0.000113195828699639,0.000601319960096726,0.00180536035678595,-0.000352898802628125,6.04415775497513e-05,0.000291643447683105,8.60756681432827
"NUMSWEEPSUPDWN29",0.000220034444114762,0.00256933896001184,0.000171902065815012,-0.000375268567791358,0.00101012305563665,-0.000539457128396172,-0.000528208177010519,0.000804886100637442,0.000433211245804467,9.49458937719158
"FREQBEGUP29",0.00121957258434958,0.00359054691019135,7.79887235164837e-05,0.00103859353533624,0.00230532180741313,0.00113179183242269,-0.00100454090753667,0.00144224332461855,0.00119928058451812,10.4793353309263
"NUMINFLECTIONS29",0.000964360584387386,0.00302999267831715,-0.0020319125709936,0.00202471988457455,0.00194071281061183,0.00473867059035987,0.001609683345542,-0.0032945098453922,0.00111785683252311,14.306166668429
"INFLSTDDEVDELTA29",0.00163122013966043,0.00200584116679339,-0.000483431107062096,0.000332137290287812,-8.22483948571054e-05,0.00194182805439579,0.000235049406114518,0.00141949142847863,0.000869334293023637,15.2464776737547
"INFLMAXMINDELTA29",0.000948966478769495,0.00362356789311297,-0.000236949109700435,0.000227679381938673,0.000101090035841824,0.00223839874022942,-0.00128408887960613,0.000490848204201683,0.000737921998623121,17.9811895586774
"INFLMEANDELTA29",-4.72330203152202e-05,0.00837514638464315,-0.00073871874561948,-0.00388163827749626,0.00134272308065543,0.00459282994335747,0.000568988763670358,0.00486931292291485,0.0018379210876499,29.7296491855024
"NUMSWEEPSFLATDWN29",0.00150529759248747,0.00725867298931439,0.000234008246566055,0.0020601409461022,0.00210099811708599,0.0115825467424542,0.00134271781504938,0.00914557406401704,0.00438598803842626,34.0535443142456
"FREQSLOPERATIO29",-0.00292511812657589,0.00610849903912898,-0.00165917559007088,0.000448492744377182,0.000913931540530686,0.00764222291980495,0.0028440422902825,0.000647853827535823,0.00174187282674512,35.2200148539002
"NUMSWEEPSFLATUP29",0.00168555402164297,0.0107650418646294,0.00269108671095804,-9.67353674490657e-05,0.00169019942364134,0.0158916068172782,0.0139418876832057,0.0211013882312817,0.00843521980894961,41.6017071135481
"FREQNEGSLOPEMEAN29",-0.00275693629294191,0.00935269950206655,0.0204253091575835,0.000337299296039982,0.00734468963032061,0.014351440816368,0.00888804875194293,0.0236621214638814,0.0100907417698282,42.8932742673158
"FREQSPREAD29",0.00803327237037098,0.0170440108560556,0.00462670404395007,0.00172607140225579,0.000790812962105259,0.00164993238883139,0.00833549724869632,0.00806303304132963,0.00620386764393154,44.7750598914853
"FREQCOFM29",0.00495840369176277,0.0171511367126617,0.00492918520293119,0.00105065591537527,-0.00231483897973094,0.0126024559051128,0.0103916459613917,0.0199629615694507,0.00849476568894569,49.3543619597047
"FREQSWEEPDWNPERCENT29",-0.00171415295223405,0.00693186411847542,0.00682780438937764,0.00154975925010079,0.00654153540698185,0.00751172121461226,0.00885259201931274,0.012686793339303,0.00611197589900247,52.5019690952145
"FREQABSSLOPEMEAN29",0.0024393813584171,0.0215620023289814,0.00184203558031957,0.00895734869601437,0.000811594243050689,0.00623285573162991,0.00729866595831688,0.01584719639032,0.00803235581190216,53.7888021432127
"FREQSLOPEMEAN29",0.00402899886176597,0.0164505747139174,0.00261453959835648,0.00503387295545341,0.00608351316917777,0.010923054687484,0.00545974166067961,0.0129060676507533,0.00790939043588963,54.040807506586
"FREQSWEEPFLATPERCENT29",0.00010896387618719,0.00947516348266535,0.0164152504188207,0.00601072939636592,0.00334607557705951,0.0141438217384713,0.0151099074237262,0.00820419244604832,0.0090195844201831,55.3697911130726
"DURATION29",0.00237199731003935,0.0109591840613836,0.0109465631467035,-0.000602491649381908,0.00132940239994427,0.0097064977354073,0.00289126381903818,0.00638552430177023,0.00551110872660373,55.7843096707925
"FREQPOSSLOPEMEAN29",0.015373050160726,0.0154326892150063,0.0561075476426751,0.0126881944236035,0.00127070094856378,0.0196996424840216,0.0246177075145228,0.0335901883818418,0.0221707650063908,63.4988246853501
"FREQQUARTER329",0.00402185426296961,0.0621440494298797,0.0345750206983833,0.00841565265012573,-0.00101342547235132,0.0469880409670619,0.0071787569446315,0.028795899322996,0.0237216418198403,75.4732372554344
"REP30",31,31,31,31,31,31,31,31,31,31
"FREQSTEPDOWN30",-5.70287995437696e-05,0,0,-7.52737140426878e-06,0,0,0,0,-6.2767546667671e-06,0.340006903415623
"FREQNUMSTEPS30",-0.000146985016270835,4.53638178189076e-05,0.00023361629791508,8.69473174862396e-05,0,0,0,7.34816885993881e-05,4.30275091670463e-05,0.960589810404186
"NUMSWEEPSDWNUP30",4.51515788097638e-05,9.63189899271225e-05,2.53834015959361e-05,-2.64218242215736e-05,-0.000121677461917423,-7.85650180949682e-06,-0.000151940689721738,-0.000410955499651877,-6.97238753315852e-05,1.71189210908478
"FREQBEGDWN30",-4.59837038208292e-05,-5.14030139095669e-05,0.00145601087750972,0.00278400838170884,0.00024677896857485,-0.000611063501684989,-0.00103010873190025,0.00123117862411971,0.00048948867709021,7.41364208124133
"FREQENDDWN30",0.00157403827686063,0.00115299110402251,0.000288593081526886,0.000426740830238328,0.00142697911194658,0.00210697108405181,0.000432041796713174,0.0016901382929289,0.00110633999014097,7.48520048736912
"FREQENDUP30",-0.000444005166783427,-0.00034607237941264,0.00592286825198728,0.00105419709185214,-0.000261017140413198,0.00134202787782969,-0.000843922260309312,-0.00178102662866097,0.000536548896000452,8.69480448530936
"NUMSWEEPSUPDWN30",0.000630253562825126,0.00299865354956123,0.00287323720821557,-5.37113343390399e-05,-0.000269887116919168,-0.000586221847093551,0.00133617040683526,0.00173611562111187,0.00105777405425627,8.90584286638949
"FREQBEGUP30",-0.00145453751521951,0.000859840076306695,0.00126701928250988,0.00157953947518713,0.00297867715072295,0.00326392537402421,0.00093717946904054,-0.00025504776538962,0.00121223702332469,10.1024253319911
"NUMINFLECTIONS30",0.000730872611318695,0.00291998648789033,-0.000483968582901523,0.00278333430324955,0.000674578359309557,0.00315160982024706,-5.57384705560317e-05,-0.00196829624332472,0.000983865055720179,13.7714772115324
"INFLSTDDEVDELTA30",0.00485213005706072,0.00313508929454353,0.0021914012010161,0.000571963490541073,-0.00149346185015387,0.00115540004155456,-0.000471624842732756,0.00216582971893679,0.00147747214002467,14.4097290292946
"INFLMAXMINDELTA30",0.00438710795735239,0.002458018541376,0.00265872389572086,0.000696341743672445,0.0017863882255051,0.00199837396734365,-0.00251344656438984,0.00190471525477726,0.00161198246923329,17.8404847965103
"INFLMEANDELTA30",0.00107478281113843,0.00579154221505433,0.0045281183376431,0.00318343085818282,0.00133732621023457,0.0043309948368602,0.000989246219754559,0.00970824709826565,0.00391665827546462,31.6643523365965
"NUMSWEEPSFLATDWN30",-0.00127189835965885,0.00541942468784581,0.000280653266053099,0.00108547345821832,0.000214876327058962,0.0155896880053983,-0.000430336627749477,0.0035900236170254,0.00308003303085199,33.4803559911777
"FREQSLOPERATIO30",-0.00252409361982203,0.00314524133290752,0.00214374852279387,0.00298310233821696,0.00299235629243316,0.00254694469731274,0.00451433603157488,0.00426419693922477,0.0024813702397856,36.5933322405684
"NUMSWEEPSFLATUP30",0.00142606697227637,0.00847885701291417,0.0138204825283793,0.000345279340525915,0.00155480812715501,0.0110881189809527,0.0115944069380372,0.0281003581195368,0.00954279434807242,39.4222926427126
"FREQNEGSLOPEMEAN30",-0.000134932472678583,0.0102333359175827,0.0215142664834435,0.00223191467944557,0.00720367226498635,0.0160417138503842,0.013039314596634,0.0395758395798258,0.013701341082672,45.576514548409
"FREQSPREAD30",0.00631914438307805,0.016399256912082,0.00577673994805952,0.00186761964294137,0.00202808627276371,0.00100414520756918,0.00690642428061706,0.0130476733823426,0.00681794440591831,47.2287254176052
"FREQCOFM30",0.00583463220648806,0.0138172976906502,0.00877917409509315,0.00603394178904649,-0.00307039304729916,0.00792483810796495,0.00920905642408308,0.0247950981915764,0.00919246008839491,49.3127114274992
