"Pelagic","NWHI","MHI","MeanDecreaseAccuracy","MeanDecreaseGini"
"FREQNUMSTEPS4",0.20071613400669,0.215437951781192,-0.349883020475944,0.0560411387600215,0.549834543428078
"NUMSWEEPSDWNUP4",3.05596583279159,-2.32139111871295,0.862708823413329,0.815981047295778,2.95464004449424
"FREQBEGUP4",-1.02170034905696,2.89948440135987,10.1925534891816,7.43730260214253,7.48960045268211
"FREQBEGDWN4",-0.0234997521100193,6.316367496262,7.4495708341954,8.8638787609314,7.49072525980223
"FREQENDDWN4",12.2768722294378,5.66515339966839,11.8249432821531,17.2691352611877,7.7723482883775
"NUMSWEEPSUPDWN4",4.48514134109565,0.548991064355861,11.0049018250962,10.0359869722754,8.405386066354
"FREQENDUP4",2.21721443048849,12.9198967058398,-1.57231347488093,8.63102120490439,8.50336121795225
"NUMINFLECTIONS4",1.24781446523159,20.0842322743517,6.28969122625963,18.3511242952419,15.627972004969
"INFLSTDDEVDELTA4",4.2825433729579,12.9076937585964,4.08382369294323,13.5622873565567,18.1411958686666
"INFLMAXMINDELTA4",1.93681702780237,17.1462125624909,5.21985309715267,16.2307268625259,21.0433861026849
"NUMSWEEPSFLATDWN4",6.81380522381601,25.7806761495334,18.7665280872913,32.3157015771457,35.4601049844647
"INFLMEANDELTA4",6.52178896034422,13.3584286611493,14.768529762669,22.525867309425,35.4889878439332
"FREQSLOPERATIO4",2.12509167397927,16.0863125103848,3.64153643298923,14.4992216856536,36.7732447659877
"NUMSWEEPSFLATUP4",0.726526219320059,33.5958173765132,23.3354782596477,37.6492230948757,43.1855512495998
"FREQSPREAD4",11.8604476009783,11.3786044369226,28.5710631807236,36.2494296414716,47.8919096018606
"FREQNEGSLOPEMEAN4",8.95853856180922,34.7212214810047,39.7629922183355,50.369233465176,52.8005384051114
"FREQCOFM4",25.5334420989081,7.83151322296005,31.3632311263153,44.7270550034355,55.9838292066379
"FREQABSSLOPEMEAN4",12.3962815167057,16.6480558807516,35.0350929270671,44.8998341813702,60.7519892086401
"FREQSWEEPDWNPERCENT4",2.48863880535827,28.1941859726583,42.4293547768297,50.8076254819183,61.4652133474806
"FREQSWEEPFLATPERCENT4",-2.78258893368059,29.5225987271621,45.8719636229726,51.7873692370163,64.6991830788336
"FREQSLOPEMEAN4",13.7833269961878,32.6665978494657,37.343451391265,55.9367313648543,65.2295902818276
"DURATION4",16.5540479237713,22.0338730203062,20.1632612609724,34.8378379386419,65.4669844855905
"FREQPOSSLOPEMEAN4",32.5081691591419,29.5193131959109,77.2096863831202,77.1649932888793,76.4571485510549
"FREQQUARTER34",60.0694621729431,56.4245728936558,66.1219697826816,100.144535067912,99.1923426706618
"REP5",6,6,6,6,6
"FREQSTEPDOWN5",0.764870265345009,1.51577346413383,0.45542092365183,1.35812600217245,0.311490841123515
"FREQNUMSTEPS5",6.37733558929612,7.19113141432113,1.57819678441155,8.61423083107263,0.831059385696213
"NUMSWEEPSDWNUP5",3.3889228025781,-0.617753131631318,-1.02579137081322,0.792108233647009,2.82853312073825
"FREQBEGUP5",-6.65425006232142,7.2410496938036,10.0206038350027,7.05667102810102,7.13274082015601
"FREQBEGDWN5",3.01865024095735,10.887302536633,5.46701544268837,12.2248377814589,7.4939103092319
"NUMSWEEPSUPDWN5",7.57241957092014,3.99536295037985,7.6642844343789,11.4990995332032,7.73444117130651
"FREQENDUP5",4.03203529782522,13.3977098984515,4.98470321997103,13.8590738426145,8.12722992276751
"FREQENDDWN5",11.7810723337956,10.2357915610089,16.6710960834893,22.728640190573,8.74114906123794
"NUMINFLECTIONS5",-2.00223035922146,25.5069644402498,9.94099310871411,24.3433296296773,15.4759641609093
"INFLSTDDEVDELTA5",3.2493605285294,11.585022892465,7.06603301214043,14.2658788781296,17.8112356486687
"INFLMAXMINDELTA5",1.05739461942079,21.0055810167951,8.58475199049188,20.2436073132714,20.8781196408162
"INFLMEANDELTA5",2.39860084148431,22.6520848986239,8.25556213564744,22.2920561121493,34.6408154552387
"NUMSWEEPSFLATDWN5",8.3326856527313,32.7698981072064,29.8176273950316,45.0693102211929,37.5668109556662
"FREQSLOPERATIO5",-4.75199453080496,23.2041214536676,8.33916891417243,18.107165476993,38.4587942937475
"NUMSWEEPSFLATUP5",4.83198873534881,40.5175043246833,32.0068002281778,49.9160277299567,44.1363496739885
"FREQSPREAD5",22.2097002810885,17.3127897304748,27.7224334698116,43.7145153305508,48.8267579926476
"FREQCOFM5",26.1530427990604,8.11047613261592,21.4607580093894,37.2285741494237,51.7031812675167
"FREQABSSLOPEMEAN5",2.20197375788383,21.7239590126417,33.1161462517799,41.251999255879,60.1160821615234
"FREQSWEEPDWNPERCENT5",-3.17846345706409,33.1205588765069,43.9886921593529,51.0650805300011,60.3738267035878
"FREQSLOPEMEAN5",10.0814633334513,29.0163020549797,36.9535315140111,50.0122954455981,60.80550840753
"DURATION5",16.479396930184,24.6429625741018,30.1875698332335,42.7152314217185,67.6742564926618
"FREQNEGSLOPEMEAN5",23.9514716580728,66.3215375720254,58.9309856002248,81.5855261542685,69.9686994655851
"FREQQUARTER35",24.8852958336249,45.4720086865596,51.8906093707818,69.4285638938068,73.2715698617517
"FREQPOSSLOPEMEAN5",32.9983619494538,39.2433247666232,76.4725218985344,78.4497337951352,75.2774768869257
"FREQSWEEPFLATPERCENT5",22.2301929731813,43.5949416437284,56.4929890545973,76.535138507926,77.4256041059461
"REP6",7,7,7,7,7
"FREQSTEPDOWN6",1.000199980004,-0.450699932269923,0.477401069944598,0.348353587069568,0.183899817357341
"FREQNUMSTEPS6",-1.90669919542287,2.68458791563894,0.577459903043841,0.93365465129208,0.459212449257445
"NUMSWEEPSDWNUP6",2.3009193896755,-1.36973937986907,1.61883578935828,1.41381753114795,2.93930532808042
"FREQENDDWN6",5.12811862309462,5.87534619098658,12.1888814089007,14.2688075721802,6.78492634860191
"FREQENDUP6",3.28251827719208,8.16887989715576,0.15580764505844,7.0794058588297,7.43565610560458
"FREQBEGDWN6",1.51448786287061,11.5507421945328,6.46049079288892,11.9104892815019,7.43762336191777
"NUMSWEEPSUPDWN6",2.99971008326698,2.68425259515703,3.13809601780857,5.39151358169848,7.70574672388032
"FREQBEGUP6",-2.66953900844027,7.46652454872446,13.5605567416064,11.2922436914552,7.83908349843163
"NUMINFLECTIONS6",5.51597904088515,13.2897367815418,7.03236626888308,16.3026852005755,14.9306431452529
"INFLSTDDEVDELTA6",4.48846434113317,6.61042839421459,1.48884033791521,7.7465148734634,16.0965941542065
"INFLMAXMINDELTA6",3.44712018488223,12.4718845394475,5.74421653760193,13.4201690251144,20.2751959567206
"NUMSWEEPSFLATDWN6",5.9729932666671,21.4187710899881,17.7294674837611,28.0408035406076,33.2376359838415
"INFLMEANDELTA6",2.72654127214315,22.1827522123945,7.62501073552929,20.9321755354549,33.2764815689151
"FREQSLOPERATIO6",0.606022029200622,15.958677238824,5.06940123684518,13.7086796465861,35.8338688601736
"NUMSWEEPSFLATUP6",11.961266912904,28.6506073198519,25.2976748064704,40.317666090126,43.1468640589323
"FREQSPREAD6",9.14962966298071,19.1575666081683,29.8990546985593,38.4196112833844,47.9459875672215
"FREQCOFM6",12.2257782049569,15.1450980565844,26.76505947691,37.0787323097479,49.540405501864
"FREQNEGSLOPEMEAN6",1.99191205142035,36.0830671654424,40.7799208953203,47.8655864806961,54.2712142702327
"FREQABSSLOPEMEAN6",8.19853291883503,9.59056996571969,29.8363300365087,35.1693600846511,54.4141865932569
"FREQSWEEPDWNPERCENT6",-0.858806246267789,22.144483189561,36.1015886698754,39.9851183755922,55.3841833763039
"FREQSLOPEMEAN6",6.23447011674003,20.773798980944,33.053171167339,41.0104644557132,56.4805583198499
"FREQSWEEPFLATPERCENT6",1.12717326169572,19.2980202197033,36.5129962345842,41.2729456250648,59.7667293679439
"FREQMAXMINRATIO",14.5062419272818,24.7203929710411,23.9967822605157,42.2772768792438,60.4401362562816
"DURATION6",12.3960431619613,22.0257002135374,21.2096828432565,33.3782188481246,61.8997660566219
"FREQPOSSLOPEMEAN6",16.0136549703807,25.239280020319,66.0230460600985,62.7390667428708,68.7844869306373
"FREQQUARTER36",52.8233969645629,51.1269776492439,51.7863040741899,84.1401320108339,91.7811272741931
"REP7",8,8,8,8,8
"FREQSTEPDOWN7",-2.24923131135868,-1.66911734696243,0.848839151696667,-1.91941740814902,0.27331411058818
"FREQNUMSTEPS7",0.789425197611851,-0.393224438256085,0.279541268186065,0.470227259352745,0.520890371981509
"NUMSWEEPSDWNUP7",3.94883218659558,0.264608137304874,2.00732931052229,3.41905985844611,3.31117325023885
"FREQENDDWN7",4.22143882160902,4.74682722312528,6.84335398136994,9.45020384708137,7.30695621174831
"FREQBEGUP7",-1.20617867469572,3.2868693060106,7.98931357831515,6.18301492483474,8.02966169688909
"FREQBEGDWN7",1.09330180275723,3.42200887305728,7.63878817927195,7.73046303596543,8.12247780378756
"NUMSWEEPSUPDWN7",4.14342709561295,5.74840608820904,7.29765999787692,10.2230284788802,8.46975960709986
"FREQENDUP7",5.79570475425631,9.51920209419879,5.81738077534211,12.9467921176542,8.76049350739812
"NUMINFLECTIONS7",1.28752806950415,15.7228335406236,6.49600709354291,15.7275136533816,15.3848954050585
"INFLSTDDEVDELTA7",1.17968213074491,6.10692536166327,2.14941493543644,6.01238103626576,16.4742510044487
"INFLMAXMINDELTA7",2.80486569410285,10.7556035836793,2.36761163500476,10.7297237769967,19.9069241185669
"INFLMEANDELTA7",4.56808975657369,16.4534137325426,8.97230151285653,19.926819733418,35.8860624309025
"NUMSWEEPSFLATDWN7",3.81128819933845,26.8969452235557,8.92644953330231,26.1982651805085,36.6521165704185
"FREQSLOPERATIO7",-1.84645645057088,15.6011727306019,5.4706579139963,12.0861048637756,38.1477930605714
"NUMSWEEPSFLATUP7",3.62788091199232,29.7276512890445,19.9766746146809,33.1157723922868,46.1349949313114
"FREQSPREAD7",18.2940673827732,11.2575091091762,17.8090289528924,29.7825641083721,50.1786135586046
"FREQCOFM7",21.223584361222,7.29196997272262,19.6132811020772,32.0063721171823,56.3989367788888
"FREQABSSLOPEMEAN7",3.18511462715781,8.05250711224732,24.3035378042966,26.8489088666444,59.5703829471955
"FREQSLOPEMEAN7",0.61615093699493,20.2555358442191,25.4420640619925,31.3566517363811,59.6355525964918
"FREQSWEEPDWNPERCENT7",0.97190543033609,19.1762862860187,30.3626803952869,33.9702303116291,60.7870862490968
"FREQNEGSLOPEMEAN7",16.0364728698091,37.5592573007331,36.2796154059137,51.1521457730705,62.1759093785612
"DURATION7",10.8613451174347,14.7418762267489,17.4447951214477,26.3812908493178,66.5142191848455
"FREQSWEEPFLATPERCENT7",13.9707538517043,22.4033121220941,36.3750947369338,47.1923007068631,72.1461834241326
"FREQPOSSLOPEMEAN7",14.0201666607899,37.6822436997344,53.391595148947,57.3195316147923,76.1414197313523
"FREQQUARTER37",30.7793611262816,27.1334710532589,36.9123638102711,52.3704663779051,80.4904681513366
"REP8",9,9,9,9,9
"FREQSTEPDOWN8",-3.00224318309244,2.23789833631115,-0.535673699803236,-1.2057900230985,0.161800158603787
"FREQNUMSTEPS8",-0.464183732180354,2.44820344554425,0.77628761288447,0.823372066037449,0.409379933235767
"NUMSWEEPSDWNUP8",2.19470685696179,1.15116748617151,1.52147328334054,2.62420062394137,2.63387565720093
"FREQBEGUP8",-3.78710863573632,5.57828571510851,4.32781035571946,3.70402737190124,6.91764145578469
"FREQBEGDWN8",1.92963440359835,6.46406618881959,4.06537835727178,7.75825638049014,7.83357995765325
"FREQENDUP8",1.98791450865695,10.7178202388501,-0.1311667902913,7.97731039206802,8.40893450421189
"NUMSWEEPSUPDWN8",-0.427941854926176,5.77314702987064,7.44413690553561,7.62206837165096,8.65320292920642
"FREQENDDWN8",12.9879380098495,4.36450078291305,12.6386437253293,17.6373367246086,8.93482725157308
"NUMINFLECTIONS8",-0.998136778120363,16.265074192955,9.48949891442385,16.1720476007756,16.0147854798642
"INFLSTDDEVDELTA8",4.07290842777955,6.79446947039196,3.53959249161,9.24189305265354,16.4965288229019
"INFLMAXMINDELTA8",1.7880801956848,13.5813110629531,2.22920260507114,11.304007935082,19.2910972184414
"INFLMEANDELTA8",-4.49290240244607,19.8545368097288,8.42359418719058,15.7546855288976,36.1182326404203
"NUMSWEEPSFLATDWN8",7.0824178674116,17.5869708926426,14.6164947260853,25.2785225037492,36.2991735015795
"FREQSLOPERATIO8",3.46544525691023,12.4487431306204,3.49021936828141,12.3687140330843,40.0711039071892
"NUMSWEEPSFLATUP8",1.5874846038607,27.4516070218867,15.2351660422579,29.5239172718644,43.5916894698998
"FREQSPREAD8",8.76601374275629,10.8429234563535,21.2482085175148,27.2172837894174,49.7069686152427
"FREQNEGSLOPEMEAN8",6.52983886560073,22.1151178612675,33.7993321215919,37.919629245417,55.3969608480685
"FREQCOFM8",15.7507957117399,6.56548875170896,21.1759395760984,29.9922355691639,56.319536771294
"FREQABSSLOPEMEAN8",3.98579012492485,11.0837049270155,23.4770060526929,28.4760790917071,58.4306100297732
"FREQSWEEPDWNPERCENT8",6.31677920274906,17.7232107544403,27.1961879699717,35.8714153813289,59.9100349165383
"FREQSLOPEMEAN8",4.61215834623263,22.7061895182335,26.0676665912939,37.1482070105071,61.4738680492874
"DURATION8",4.99362036346055,15.8759757912112,12.8726637098712,21.5524351521171,62.5119914873735
"FREQSWEEPFLATPERCENT8",1.84973737475033,12.0610007480553,32.7759994532259,33.6817752411834,64.2030171211625
"FREQPOSSLOPEMEAN8",14.3166162999073,21.9290874158996,57.7118037845083,53.5807799423716,74.809353484236
"FREQQUARTER38",51.0204215706979,46.3419202629083,49.1019908421925,80.2577927938069,102.363899151957
"REP9",10,10,10,10,10
"FREQSTEPDOWN9",-1.64094592736195,-2.71417676382669,1.73075693571473,-2.29633694715741,0.192491891739607
"FREQNUMSTEPS9",-1.8957762030114,-0.0235228520114239,1.04220938600771,-0.716155685194179,0.470068786720641
"NUMSWEEPSDWNUP9",2.57642737578493,-0.730083869451852,0.631591805279439,1.25211221152561,3.14677027473088
"FREQBEGUP9",-1.5572325126697,4.56756338241872,6.03212493657929,5.4631308484177,7.75497884510474
"FREQENDDWN9",0.0388760939238273,7.93825751505438,17.6637910814949,16.0784263150082,7.86110007840999
"FREQBEGDWN9",1.22626587942109,7.63280161636153,8.60487909893164,10.8708474483766,8.09219894617906
"FREQENDUP9",1.63087765258496,14.8496429297192,-3.21175666212516,8.80124311470007,8.23582518678628
"NUMSWEEPSUPDWN9",4.3120826255451,1.33166973187699,4.49535665507916,6.31079610637756,8.4446749696007
"NUMINFLECTIONS9",4.00911913120744,16.6866754300971,5.61358117764926,17.2506030981262,15.581212787478
"INFLSTDDEVDELTA9",4.52003383285318,9.6769791290877,3.64551856061881,11.2298290765282,17.6346719723993
"INFLMAXMINDELTA9",1.73650628788286,15.2033830932334,5.31416711378918,14.3523781205624,21.0923762341411
"INFLMEANDELTA9",-2.1548792598548,17.265758787772,7.90097764167503,15.1386970394897,34.0766083140353
"NUMSWEEPSFLATDWN9",2.14249605130261,28.3424815206395,18.4879224087279,32.1971709866456,37.0740881467484
"FREQSLOPERATIO9",0.719040108042764,18.8814006154267,1.97895744627614,13.7310991576763,38.6462183796048
"NUMSWEEPSFLATUP9",3.90283928853571,31.1714457885481,17.3643172433472,33.4011927576228,42.0416772488632
"FREQSPREAD9",9.14221904029795,11.7459363906399,27.7702173692553,31.9749409201289,48.5704630420347
"FREQCOFM9",23.9794635717967,12.1827385373876,21.8245656313963,38.8395982006349,56.6051824028684
"FREQNEGSLOPEMEAN9",4.14647317038304,32.0909141093752,43.0809431168036,48.4353822866323,56.8343544950329
"FREQSWEEPDWNPERCENT9",2.87111224061736,22.7135455437016,36.0335436670151,43.445057444224,60.7706467450517
"DURATION9",7.26953321920562,15.0006010846561,17.7269050713065,24.6880270860614,61.3819698374999
"FREQABSSLOPEMEAN9",12.484222009678,10.0366377094182,31.6529530548198,38.2555357710507,61.6087867466177
"FREQSLOPEMEAN9",16.6377150945707,29.5117890366047,31.2605685782394,51.3948672278004,65.4475694814514
"FREQSWEEPFLATPERCENT9",3.54068217225968,14.7046004370008,43.3879475843089,45.1281283912847,66.0537735322914
"FREQPOSSLOPEMEAN9",24.8459596473496,23.6010118942609,69.8512728185388,68.1216539266716,74.4173981056868
"FREQQUARTER39",45.8128299828626,52.229547895756,55.80751050699,84.1209523405068,96.9280518028229
"REP10",11,11,11,11,11
"FREQSTEPDOWN10",4.10393002320158,2.27611515259151,-0.897529837887799,3.87458246549886,0.415478716430787
