"N2","N3","N4","N1","MeanDecreaseAccuracy","MeanDecreaseGini"
"INFLMAXMINDELTA2",0.555015461450849,7.1323109265857,-1.68614755247324,7.98841451376315,8.05522395593368,8.35457222377192
"FREQSLOPERATIO2",3.25738245034358,0.86717805017203,-3.04729831143873,2.13198626915871,2.13688089315253,13.1800302094798
"INFLMEANDELTA2",5.12761405716617,7.05521193911125,1.65288643979913,4.16256342552693,9.9761446128539,14.7684827498461
"NUMSWEEPSFLATDWN2",3.48565164773275,7.51691125618608,-0.735345790698513,11.0043317973156,11.9443205891198,15.7927559624267
"NUMSWEEPSFLATUP2",7.08399816123317,7.64504574991314,2.23818205143974,3.20324898459734,11.3481017809046,16.247991127426
"FREQSPREAD2",9.21035148035014,6.19052466527603,-2.29327319643195,3.32668110115947,8.98812129653677,17.6535483772169
"FREQCOFM2",7.60991276394726,6.81611377836654,1.78305296810785,5.00036443365866,11.4987386628686,20.5743806491939
"FREQNEGSLOPEMEAN2",5.39241565220881,6.66918215875968,-2.42118512242868,14.8114051886787,13.3684371739144,20.5749257906674
"FREQSWEEPDWNPERCENT2",6.53587525503429,9.76661514536596,4.46030251019373,5.21725663257926,13.4351423818519,22.5024685589321
"FREQPOSSLOPEMEAN2",9.44023497314154,8.53522306787322,-0.397513696613272,13.3249578401959,14.9453276051627,22.9698819863103
"FREQABSSLOPEMEAN2",11.1956136215001,8.28661832076689,-0.244699317533373,6.75030587024444,15.0375860618139,23.1528471033197
"FREQSLOPEMEAN2",10.0848164872392,9.14153165846825,1.22718449997872,5.05030464405642,13.4421612250678,24.1714480277883
"FREQSWEEPFLATPERCENT2",11.8571927044605,8.56292187348211,-2.09622416242616,12.6962070684435,16.3636682594635,24.1718778864916
"FREQQUARTER32",14.9000716738604,19.2648260692558,5.03884117812932,3.62399452233696,20.9175904237038,29.2988325224485
"DURATION2",19.6730967377137,11.0728919533738,7.12466352757655,7.22026955004714,22.8841854537481,30.7182455202851
"REP3",4,4,4,4,4,4
"FREQNUMSTEPS3",0,0,0,0,0,0.0416768720057149
"NUMSWEEPSDWNUP3",1.94526289875998,5.26062667614565,1.12934381617877,-5.7159005011161,0.0723968436509487,1.29701634743027
"NUMSWEEPSUPDWN3",2.35415009301822,5.67567034784665,4.18799958671207,-2.43779462398798,5.08615619330488,3.09365167282887
"FREQENDDWN3",5.53710473316436,7.22790138433115,0.371371038510113,14.8876868621099,15.1236771070247,3.2470609102307
"FREQENDUP3",6.46322431835108,13.6830425045176,1.8563503955512,-1.70900220805511,11.5816662169114,3.47362115843517
"FREQBEGUP3",8.86971934456923,10.3641501892793,5.42927100731956,5.29999651705127,14.6078194397369,3.72056370363825
"FREQBEGDWN3",5.10127357608237,9.19683306601019,8.94337741570216,0.190145939760704,12.1749188070971,3.72280453251586
"NUMINFLECTIONS3",5.32733682949215,20.2197541060311,1.68241378821653,7.53306070173179,17.9610283830314,6.53030174026007
"INFLSTDDEVDELTA3",3.59393754134802,22.6023311576534,-0.176174250468989,10.4018856862591,18.6208640473462,7.36740011099524
"INFLMAXMINDELTA3",0.129846917124824,25.2874761397624,0.0409969644797102,15.657751554479,21.9701480215272,8.87048016939418
"FREQSLOPERATIO3",1.67901517829027,16.3046981189005,0.78284855213529,6.1454012995201,13.0569192597915,15.3368594934715
"INFLMEANDELTA3",14.4820280225038,29.9429090410112,13.3020070859432,6.21810192094051,32.227324419922,16.037356335738
"NUMSWEEPSFLATUP3",13.3234189211585,26.6071626223453,8.03844516534375,7.85004130643166,30.0423503417347,16.1120714949134
"NUMSWEEPSFLATDWN3",13.5472981970226,25.6144348901824,3.34478411352486,34.6618444708258,41.8502921223047,17.3783578805362
"FREQSPREAD3",23.103849303769,18.2416422319472,1.70588042169259,8.82900605648982,26.8356673347805,17.6835596536358
"FREQCOFM3",15.4759630215985,16.2320384464956,10.1061826068078,14.1690896397906,28.463524403401,20.1133319580196
"FREQNEGSLOPEMEAN3",14.1002968463432,31.7501416560328,-0.673669724994599,34.4075146324456,38.9620854989634,20.8895316878015
"FREQSWEEPDWNPERCENT3",15.1826141776483,24.2499243765207,7.42491783089846,10.1182805029183,29.2583249841834,21.0751399650917
"FREQSLOPEMEAN3",14.992413879514,23.5211527937178,7.02410326371007,12.9019885405273,31.0237358555846,21.7926300827809
"FREQPOSSLOPEMEAN3",27.7335988244044,26.8472683380204,0.603929869595364,30.4260207252584,41.6736757516282,23.6102203831661
"FREQABSSLOPEMEAN3",29.7474563477511,24.4045633796053,5.17180352406239,10.2673612906373,36.7634183291091,23.7603052609447
"FREQSWEEPFLATPERCENT3",23.5164244219539,26.4526061673832,8.49500127308276,22.2667166139582,40.7653557234729,24.8483865539791
"FREQQUARTER33",39.1976747002994,44.349668192782,17.8051590597331,9.94920925051582,55.8544771274288,28.6803659054676
"DURATION3",41.8360000324189,30.5203848794635,17.2275159323431,12.1233043918423,49.2795540827335,28.806612107667
"REP4",5,5,5,5,5,5
"FREQNUMSTEPS4",0,0,0,0,0,0.0657529236129574
"NUMSWEEPSDWNUP4",5.22758840741568,2.0684368167944,1.33297937336478,-0.479791661598967,3.60077328875673,1.21530689196684
"NUMSWEEPSUPDWN4",2.21150323817744,0.0105312983236126,1.4669889213422,2.44575479511687,3.48666832543395,2.88541907737107
"FREQENDDWN4",1.45105646848244,3.53930931075481,-2.7088387097662,5.13712502362993,4.54095583061511,2.933934274248
"FREQENDUP4",6.10443235290857,5.48366094325822,0.58643404584897,4.4908395907047,8.49246366040098,3.49615307036765
"FREQBEGUP4",7.61402277003116,5.77079610080788,4.86703670575669,6.54962054625382,11.6225472335267,3.58355813880316
"FREQBEGDWN4",3.46888124255659,12.8042472914585,-0.344636572215713,5.70022884946979,11.9815003372072,4.08230658785919
"NUMINFLECTIONS4",6.77928809422756,11.2549779741558,-2.23425112855931,5.38939964216719,11.3453410211251,6.03828429276896
"INFLSTDDEVDELTA4",7.26757056252582,15.378893694687,-4.65211447658389,7.35084279941683,12.6080015157054,6.36286710198911
"INFLMAXMINDELTA4",5.48369685966643,14.0037045092356,-3.16468300980706,14.1650934201549,16.5121099314268,8.05636852197478
"INFLMEANDELTA4",8.79902292534891,23.7924852144657,2.0720029182809,8.32639242699727,22.8467851666999,14.5134225447027
"FREQSLOPERATIO4",4.60593659496513,9.38717888774921,1.00298581435962,9.78791570683937,12.7610586439923,15.2731467907274
"NUMSWEEPSFLATDWN4",9.97858595757172,16.7384156623563,0.577762215300445,24.6716504929179,28.6356357603963,16.3548199655222
"NUMSWEEPSFLATUP4",12.9582067569165,28.6734281181656,1.63093122140753,5.01048912604648,28.43913279218,16.814242172235
"FREQSPREAD4",13.5805654280828,14.8794055831388,4.1093451042336,9.61051528063885,21.0619562877431,18.8866768056535
"FREQNEGSLOPEMEAN4",12.4621717440949,16.7720128397536,-1.16110162630175,26.4123591886331,26.9641747129049,19.5000273094086
"FREQCOFM4",10.1352208687753,11.1281851630249,3.07710874213793,11.3993114728151,18.595690351528,20.0331350323297
"FREQSWEEPDWNPERCENT4",15.1363794811517,20.7856278958515,-1.13026306545769,11.3085056244353,25.3439722145844,22.0189049628774
"FREQABSSLOPEMEAN4",24.8335650934236,16.4578018056746,-1.25629581380411,15.526904825771,29.9771050044635,23.9380481554811
"FREQSLOPEMEAN4",18.7896558997181,22.0845559023904,4.22990862783443,12.7260260651076,30.316574209266,24.4466214799009
"FREQPOSSLOPEMEAN4",24.1683169263141,22.0488385064604,-6.06531024881019,32.3600698023199,36.4203109699736,24.5138136069098
"FREQSWEEPFLATPERCENT4",19.0203034251844,18.3456615401543,-0.738520162034298,28.7443716069038,33.7658213569047,25.6641065367686
"FREQQUARTER34",31.9073401833175,32.1355229156927,8.77215633250552,6.27035498466488,39.0406905510584,27.7381884022771
"DURATION4",36.5249908438614,24.4940005841651,9.77514614482058,7.20209166114103,39.1965467126317,28.5516123164603
"REP5",6,6,6,6,6,6
"FREQNUMSTEPS5",0,0,0,0,0,0.118183085478764
"NUMSWEEPSDWNUP5",1.4526995579945,-0.354334410518323,2.10833651280296,-1.79927169118036,0.294222161598633,1.14166493434508
"FREQBEGUP5",1.27510698932548,0.0847075664562611,0.936486225992206,1.35807535996624,2.21381869499941,2.90597163055922
"NUMSWEEPSUPDWN5",-0.0691730056391965,0.195482577583784,2.17047593573906,1.96078213605303,2.32409641030324,3.08479275983741
"FREQENDDWN5",-0.154207961302747,2.48366049477705,-1.14208710229975,6.10659769426064,4.38651963552293,3.42820117187008
"FREQBEGDWN5",2.18481643228759,3.0511742082963,2.66277276189236,0.813155879611346,4.41548507264435,3.9661269680819
"FREQENDUP5",1.7650566273373,5.86337704558561,0.139561494000705,0.825449978260838,4.97920864653974,4.19837402774499
"NUMINFLECTIONS5",3.73222201403287,7.13132425698926,0.965106700688601,4.6624405694276,9.27794933761801,6.83404897455192
"INFLSTDDEVDELTA5",1.50584674812755,7.14693326338478,1.83046866777007,3.75325929602144,6.85328320115867,6.95808704255574
"INFLMAXMINDELTA5",-1.39103536687961,7.10341085898631,0.429182051915039,4.45360687998379,5.82519693121031,7.70624131493149
"INFLMEANDELTA5",2.87058498413292,8.22183841099359,3.53926269121421,3.03373650327174,8.68089560304004,14.2196104683377
"NUMSWEEPSFLATDWN5",1.76987609837969,8.75922374235135,-1.20350893047875,8.62794754118039,9.84818606161425,14.8016501298795
"FREQSLOPERATIO5",0.257229285735867,4.38364606650745,2.2629061766357,5.63162601406247,6.88981790225488,16.7518169815633
"FREQSPREAD5",5.97987342844171,7.822762902601,0.433447154041817,3.1631897493288,9.18319813136764,17.9684886506977
"NUMSWEEPSFLATUP5",7.91174918749458,11.2765416608119,3.42472671207909,6.81089449496383,15.0011500978359,17.9716011582921
"FREQNEGSLOPEMEAN5",4.35550493592503,7.71783754366897,1.27113131458648,13.3244952625433,12.823969194026,19.9208001646529
"FREQCOFM5",3.39091403601375,4.89433153944465,3.70834538136628,5.15300432088946,8.83318120832664,20.0248396637968
"FREQSLOPEMEAN5",3.73806229760762,8.32199193148244,3.52479373036136,1.81862572888866,9.7313405034148,21.3327615655548
"FREQSWEEPDWNPERCENT5",6.33047900494356,8.2897525236242,2.26824309626933,4.19125032211645,10.4595890839909,21.8878243628431
"FREQABSSLOPEMEAN5",11.0743454039943,6.29247650436567,2.26544075874788,7.5878202674287,14.4238705054738,23.436286846603
"FREQPOSSLOPEMEAN5",8.83702915058574,11.9978550992882,1.83203249603538,14.8940284437231,18.3867981092227,25.7965354488188
"FREQSWEEPFLATPERCENT5",7.6179166533333,10.4968477269178,3.54843385952095,14.9033807915284,17.6679121329129,27.2857946343658
"FREQQUARTER35",9.96826213298302,13.5989218044918,7.03528854909059,3.079765407089,17.3301115735369,27.6439199617144
"DURATION5",12.1868515288322,5.99479766069732,8.51620464391599,4.52390628886442,14.6612151779029,27.8641127711955
"REP6",7,7,7,7,7,7
"FREQNUMSTEPS6",1.00014284694023,0,0,0,1.00014284694023,0.106092595311203
"NUMSWEEPSDWNUP6",3.65281961261014,0.277527794568228,1.11943517303956,-4.00880586169639,-0.446732335624143,1.17195670351536
"FREQENDDWN6",-1.66398067036279,8.0241419492081,2.07005715874226,10.6204611639308,10.500587910463,2.85518026577299
"NUMSWEEPSUPDWN6",0.673256360757465,6.072590404471,3.1907280591371,5.4554257866965,8.16318885305164,2.89074353031626
"FREQBEGDWN6",3.34833175810921,11.2892880067492,6.60014126794096,-0.174907848714152,11.3868408282831,3.66542676195229
"FREQBEGUP6",12.1673063426175,0.918579888581072,10.05376053661,10.6584482025528,17.5719580253322,3.80831666636781
"FREQENDUP6",12.1430753914659,14.8844526710211,0.676916105551396,4.69137241184725,17.5054596576208,3.92730426277515
"INFLSTDDEVDELTA6",2.93235853425585,21.4344212418184,-1.32486391560495,14.2960708219569,18.6504353921459,6.55416100341328
"NUMINFLECTIONS6",10.7826735946236,16.1278155943435,0.268112865816036,14.0938321097327,20.2839184916319,6.58468062892466
"INFLMAXMINDELTA6",3.70401759770445,21.8185852666216,0.855757078133784,21.8047802785524,25.0636659740991,8.91294222394892
"INFLMEANDELTA6",13.0088734878823,21.4497822956186,7.99585113760897,9.63912045437421,26.6186058768128,14.4235196946716
"FREQSLOPERATIO6",7.93164045278981,9.31315776452303,2.4639651345449,14.0360248800948,17.9192420631888,15.0453759447454
"NUMSWEEPSFLATDWN6",15.9022624371567,21.1203110015181,1.04593402736017,33.516242917185,38.4849320637856,16.073692310509
"NUMSWEEPSFLATUP6",21.2544167848352,25.3299754706456,7.95314259728825,11.7922357872761,33.5947135532112,16.5692146779128
"FREQSPREAD6",31.6942914992022,21.4054793688395,2.95540172385079,16.9673161944526,36.208548427612,19.670963857854
"FREQCOFM6",22.4255054569525,15.7612234728814,-0.77942179997777,16.3497922152285,28.2397494561949,20.0017182527296
"FREQNEGSLOPEMEAN6",22.8043640405,22.5224507434143,-3.68668770234271,38.674168579705,38.3410811909427,20.7465682994081
"FREQSWEEPDWNPERCENT6",19.24081158206,23.6222590983837,8.66937530535576,23.3751044336722,37.6567498250235,21.9237276907198
"FREQSLOPEMEAN6",21.4836940391753,16.5527720567149,11.3528001377338,19.1457918238471,35.789429564437,22.6983576364082
"FREQABSSLOPEMEAN6",34.7838328877642,26.4921119048342,-0.124133837679422,20.6239263942935,43.594895909399,23.4781376155043
"FREQPOSSLOPEMEAN6",29.7470747211779,31.0086641163564,5.1467528449572,39.1685797486375,48.280445200881,24.5238689878099
"FREQSWEEPFLATPERCENT6",30.7746359086154,26.1627617138072,1.261108349599,31.3112459802796,45.6395420964701,24.6720248958014
"DURATION6",45.8628028377548,23.7208955649192,16.6880186151085,13.8078996018827,49.5345692115926,27.8223671050035
"FREQQUARTER36",43.9225777694286,44.7761652434684,14.5436478673255,13.2798907639897,56.9343198304619,29.0692024216875
"REP7",8,8,8,8,8,8
"FREQNUMSTEPS7",0,0,0,0,0,0.100079206670151
"NUMSWEEPSDWNUP7",3.52169109636343,-0.640495582460833,0.531512337725055,-4.46159598576194,-0.920278325515462,0.752161744097831
"FREQENDDWN7",5.48012682060799,7.16443105285428,0.219737728942285,8.76332099282369,11.2718542988071,2.86349164057342
"NUMSWEEPSUPDWN7",2.45955913422463,8.26169665952592,0.326991684238346,6.44218343866077,9.43525179911119,3.32313898144032
"FREQBEGUP7",13.4344742362656,1.81632541478614,6.56975464021831,9.25027397364557,15.9439871385782,4.10547079185731
"FREQENDUP7",9.21641599926736,20.783514429838,-1.46784701996854,6.30520071062944,19.7508731675663,4.21069019111942
"FREQBEGDWN7",11.1930610620476,17.8980899440328,9.06852038390756,7.11321186936758,22.051883537597,4.94124991288615
"INFLSTDDEVDELTA7",6.9424197147216,12.6839843565276,-0.506121962855625,9.66557360371607,14.2817161502898,6.48214100733625
"NUMINFLECTIONS7",10.4141046269451,15.4007233053075,1.2274475873871,16.0617737755602,21.7618625351562,6.73314857422946
"INFLMAXMINDELTA7",4.6088822340244,14.7725930599483,-1.77043550383651,14.6140581213087,16.6572549842427,7.50748268278893
"FREQSLOPERATIO7",8.23522922127306,9.99712007656409,0.368446346994737,11.1087955580215,16.0374513500504,14.8795271566572
"NUMSWEEPSFLATDWN7",11.1036624611969,22.0595431524502,-2.57829013491993,28.5247302026955,33.0991237812897,15.3892406350001
"INFLMEANDELTA7",17.081801292925,31.5044904943303,8.76344147208208,12.0453146083071,36.2144772470033,16.0476638807723
"NUMSWEEPSFLATUP7",17.9657685506227,30.8998827990873,8.21729506676866,9.73036400895581,36.3665305213978,16.9136846918291
"FREQSPREAD7",15.7163303075902,15.7726164400614,3.32547332087815,10.1179403833831,22.8973249029092,17.2042710612037
"FREQCOFM7",15.8550576969104,13.6955288129836,2.63827972604351,15.7424297489843,24.8683670176102,19.5579487025239
"FREQNEGSLOPEMEAN7",15.2850657461915,24.5168105189053,6.65641658882032,37.6033574241153,39.114766159509,21.4648017646101
"FREQSWEEPDWNPERCENT7",13.8301724550662,30.2856358914256,6.46675229898272,17.6603208733472,36.379305304386,22.0433000750398
"FREQABSSLOPEMEAN7",29.1090838201364,25.3430903216925,5.60771974614847,20.1699644870384,40.9300788759906,23.9192569293683
"FREQSWEEPFLATPERCENT7",14.3748743285408,27.121258043539,8.53683575077692,33.6729621965692,43.7901504337886,24.8108240628679
"FREQSLOPEMEAN7",19.7662455322033,31.5751092195029,9.70591530958693,18.139836086522,41.7247405842541,24.8378882961496
"FREQPOSSLOPEMEAN7",32.695757556548,36.6931681633899,5.38019967853267,38.942621821604,51.8243940307502,26.0061437991201
"DURATION7",34.3381754095507,21.3471991592061,18.0937155382289,4.49825345721328,40.2648415580367,26.4411445420237
"FREQQUARTER37",30.4185719987354,37.3021943154723,12.574203250878,9.4164685846657,44.8092536634545,26.5005143281793
"REP8",9,9,9,9,9,9
"FREQNUMSTEPS8",0,0,0,0,0,0.0661557004826455
"NUMSWEEPSDWNUP8",2.67207828932442,-0.311969348447112,0.78997039786394,-4.31044466017256,-1.08896847205938,0.827467877948546
"FREQENDDWN8",3.59672265605542,7.51811937084635,1.70859513075341,9.25372574896143,11.8502684783615,2.90554638801384
"NUMSWEEPSUPDWN8",4.07174797305428,3.97679619500332,0.0201858535945792,4.1260033326017,6.20886886633577,3.12913252976975
"FREQENDUP8",4.48655166532152,14.2979483425149,-2.90095135418505,2.5965616544557,10.5120114817759,3.30826856682074
"FREQBEGDWN8",11.7442345078263,11.500044409258,0.170514059363992,7.63987777474116,15.4332486039099,4.03204962755615
"FREQBEGUP8",16.6148085292552,7.89561367066902,10.3337315482864,8.09415343561882,21.1004257218371,4.34422209289926
"NUMINFLECTIONS8",10.7848367716526,14.9090236568685,-3.1969335417263,9.47122969198844,16.6776809793315,6.34940778119578
"INFLSTDDEVDELTA8",9.70399499279547,18.8620618565078,-3.39531757167028,8.78965135861334,16.7964229610318,6.8525288371373
"INFLMAXMINDELTA8",8.01841026367621,19.5085606975311,-3.71957252991886,13.3703662123142,19.2280796959071,8.23308820327316
"FREQSLOPERATIO8",5.03935312751035,4.11036347663426,-4.80488995432601,7.11974074804563,6.40395896839894,13.9692408537201
"INFLMEANDELTA8",11.3240570855972,29.5186712141226,11.2075525285835,10.0385268652079,32.7606507363625,15.0473238362516
"NUMSWEEPSFLATDWN8",9.60630961586869,21.6801513058864,5.78977849767333,33.0697882097431,38.9142384538227,16.9245144559321
"NUMSWEEPSFLATUP8",16.6999922182358,29.8136417243474,4.15146108394708,13.9630936582161,34.8440074151782,17.192700333336
"FREQSPREAD8",21.6781446035687,14.9001303890289,-0.118175027222767,15.7439284835445,27.3981869774159,17.7551252144356
"FREQNEGSLOPEMEAN8",16.4846626894204,11.1817866722276,3.10679783437373,37.5667290678312,33.8551885668625,19.8976108582605
"FREQCOFM8",15.0506694023678,11.3877132929936,7.50543197961924,15.3897223282492,25.4166816541781,20.6606933904211
"FREQSWEEPDWNPERCENT8",19.1558497784879,27.2683350228274,8.99550406740892,11.8917799956602,35.1370501457049,22.1219604231169
"FREQABSSLOPEMEAN8",28.779145670275,13.8850221370197,3.48007996130988,21.6557191432609,35.4132904240415,22.6554802532923
"FREQSLOPEMEAN8",21.2111481497781,19.6833817105068,11.7488299452062,8.54314684875176,31.9534582149542,23.519090784054
"FREQPOSSLOPEMEAN8",19.5589163086906,28.839705526631,-4.24435180888202,37.6775807303655,40.5341794272139,23.7924763215968
"FREQSWEEPFLATPERCENT8",31.4574067214031,19.3396408134917,-3.18221426699539,37.783051179084,44.8616998279019,25.2230909143764
"FREQQUARTER38",40.0954611252393,39.1174788630242,9.00084581005646,12.7605364352131,50.3995436888907,28.0210353465278
"DURATION8",41.3970611687098,24.4866908501772,19.6811215820116,19.2667282214036,51.0587663051537,30.1413905716592
"REP9",10,10,10,10,10,10
"FREQNUMSTEPS9",0,0,0,0,0,0.124495703951956
"NUMSWEEPSDWNUP9",3.41231199973511,1.0464200948903,0.601029072982766,-2.0493561568782,0.658932999929107,0.850183726396827
"NUMSWEEPSUPDWN9",0.544840921892594,2.18829926903297,4.13077782590962,1.33289957265618,4.30970692645199,3.08481551988652
"FREQENDUP9",4.6480932079365,7.75202135732975,-0.986729090696121,6.58277902435809,9.80178703922718,3.55057919076926
"FREQENDDWN9",0.163631534578496,8.75583272869875,1.40157226232535,12.8171778789999,12.7227730128787,3.55539894399592
"FREQBEGUP9",11.7806758006756,5.29851306044526,1.03075217781749,5.5442450899691,12.2096465143521,3.73210617458742
"FREQBEGDWN9",5.55464780020308,9.59595067101831,3.90133141916831,5.45250217371233,12.0603162079566,4.08481358843223
"NUMINFLECTIONS9",9.14839412390931,13.2350648472647,-0.282883642377784,5.6219304870412,13.5414199130765,5.97272208417907
