"Pelagic",203,125,124,0.550884955752212
"NWHI",105,211,136,0.533185840707965
"MHI",82,67,303,0.329646017699115
"",0.470264087139554,0.470264087139554,0.470264087139554,0.470264087139554
"Pelagic",218,109,125,0.517699115044248
"NWHI",107,217,128,0.519911504424779
"MHI",83,88,281,0.378318584070796
"",0.48242678099865,0.48242678099865,0.48242678099865,0.48242678099865
"Pelagic",225,110,117,0.502212389380531
"NWHI",89,241,122,0.466814159292035
"MHI",88,86,278,0.384955752212389
"",0.455987246560073,0.455987246560073,0.455987246560073,0.455987246560073
"Pelagic",229,113,110,0.493362831858407
"NWHI",109,218,125,0.517699115044248
"MHI",106,75,271,0.400442477876106
"",0.473994677764077,0.473994677764077,0.473994677764077,0.473994677764077
"Pelagic",246,100,106,0.455752212389381
"NWHI",107,215,130,0.524336283185841
"MHI",101,74,277,0.38716814159292
"",0.462225071747242,0.462225071747242,0.462225071747242,0.462225071747242
"Pelagic",210,112,130,0.535398230088496
"NWHI",110,210,132,0.535398230088496
"MHI",89,84,279,0.382743362831858
"",0.488911935757933,0.488911935757933,0.488911935757933,0.488911935757933
"Pelagic",247,86,119,0.45353982300885
"NWHI",87,241,124,0.466814159292035
"MHI",107,82,263,0.418141592920354
"",0.445114207297667,0.445114207297667,0.445114207297667,0.445114207297667
"Pelagic",211,116,125,0.533185840707965
"NWHI",100,225,127,0.502212389380531
"MHI",99,78,275,0.391592920353982
"",0.48141459815634,0.48141459815634,0.48141459815634,0.48141459815634
"Pelagic",207,117,128,0.542035398230089
"NWHI",110,215,127,0.524336283185841
"MHI",98,70,284,0.371681415929204
"",0.483868010670097,0.483868010670097,0.483868010670097,0.483868010670097
"Pelagic",221,109,122,0.511061946902655
"NWHI",98,213,141,0.528761061946903
"MHI",85,77,290,0.358407079646018
"",0.474612901361812,0.474612901361812,0.474612901361812,0.474612901361812
"Pelagic",175,127,150,0.61283185840708
"NWHI",103,217,132,0.519911504424779
"MHI",91,79,282,0.376106194690266
"",0.505395522227234,0.505395522227234,0.505395522227234,0.505395522227234
"Pelagic",193,113,146,0.573008849557522
"NWHI",82,247,123,0.45353982300885
"MHI",91,89,272,0.398230088495575
"",0.480745108795047,0.480745108795047,0.480745108795047,0.480745108795047
"Pelagic",199,114,139,0.559734513274336
"NWHI",95,219,138,0.515486725663717
"MHI",97,77,278,0.384955752212389
"",0.493013755498971,0.493013755498971,0.493013755498971,0.493013755498971
"Pelagic",212,120,120,0.530973451327434
"NWHI",104,228,120,0.495575221238938
"MHI",98,81,273,0.396017699115044
"",0.473739134242811,0.473739134242811,0.473739134242811,0.473739134242811
"Pelagic",248,98,106,0.451327433628319
"NWHI",100,210,142,0.535398230088496
"MHI",74,87,291,0.356194690265487
"",0.450834538963863,0.450834538963863,0.450834538963863,0.450834538963863
"Pelagic",241,105,106,0.466814159292035
"NWHI",93,234,125,0.482300884955752
"MHI",101,81,270,0.402654867256637
"",0.455957012855559,0.455957012855559,0.455957012855559,0.455957012855559
"Pelagic",222,103,127,0.508849557522124
"NWHI",89,224,139,0.504424778761062
"MHI",86,84,282,0.376106194690266
"",0.465372120839748,0.465372120839748,0.465372120839748,0.465372120839748
