"EncounterID","agg_x","agg_y","new"
"M1",0,30,0
"M2",16,27,0.592592592592593
"M3",16,22,0.727272727272727
"M4",21,21,1
"N1",0,19,0
"N2",5,24,0.208333333333333
"N3",1,25,0.04
"N4",1,32,0.03125
"P1",0,11,0
"P2",2,14,0.142857142857143
"P3",1,8,0.125
"P4",0,7,0
"P5",1,18,0.0555555555555556
"P6",2,22,0.0909090909090909
"P7",0,10,0
"P8",4,10,0.4
